zeitstempel,richtung,level,entry_geplant,entry_tatsaechlich,slippage,stop,ziel,stueckzahl,risiko,exit_grund,exit_preis,pnl,pnl_in_r,dauer_minuten,lauf_verspaetung_minuten
2026-08-25T10:05:00-04:00,short,713.93,710.48,709.970969,0.50903100000005,713.93,703.5800000000002,289,3.449999999999932,eod,710.362595,-113.17991400002529,-0.11351478260872326,385.5711186,0.5711186
2026-08-26T12:45:00-04:00,short,712.18,708.5,708.679372,-0.1793719999999439,712.18,701.1400000000001,271,3.67999999999995,stop,712.24,-964.9301880000177,-0.96756195652177,136.44678133333335,1.4467813333333335
